Fighter,Elo,Opponent,Change
Jason Saggo,1291.07,Rustam Khabilov,-86.89
Jason Saggo,1138.74,Gilbert Burns,-152.33
Zachary Reese,792.3,Cody Brundage,-207.7
Zachary Reese,1016.7,Julian Marquez,224.4
Zachary Reese,1138.1,Jose Daniel Medina,121.4
Michael Johnson,875.0,Jonathan Brookins,-125.0
Michael Johnson,1125.88,Edward Faaloloto,250.88
Michael Johnson,915.29,Paul Sass,-210.59
Michael Johnson,1045.09,Shane Roller,129.8
Michael Johnson,1234.78,Tony Ferguson,189.69
Michael Johnson,1423.72,Danny Castillo,188.94
Michael Johnson,1259.96,Myles Jury,-163.76
Michael Johnson,1084.05,Reza Madadi,-175.91
Michael Johnson,1276.26,Joe Lauzon,192.21
Michael Johnson,1485.62,Gleison Tibau,209.36
Michael Johnson,1577.61,Melvin Guillard,91.99
Michael Johnson,1735.72,Edson Barboza,158.11
Michael Johnson,1583.99,Beneil Dariush,-151.73
Michael Johnson,1501.16,Nate Diaz,-82.83
Michael Johnson,1796.45,Dustin Poirier,295.29
Michael Johnson,1696.92,Khabib Nurmagomedov,-99.53
Michael Johnson,1474.59,Justin Gaethje,-222.33
Michael Johnson,1377.74,Darren Elkins,-96.85
Michael Johnson,1490.23,Andre Fili,112.49
Michael Johnson,1546.65,Artem Lobov,56.42
Michael Johnson,1390.81,Josh Emmett,-155.84
Michael Johnson,1209.91,Stevie Ray,-180.9
Michael Johnson,1013.54,Thiago Moises,-196.37
Michael Johnson,881.48,Clay Guida,-132.06
Michael Johnson,1084.97,Alan Patrick,203.49
Michael Johnson,968.34,Jamie Mullarkey,-116.63
Michael Johnson,1131.72,Marc Diakiese,163.38
Michael Johnson,1037.94,Diego Ferreira,-93.78
Michael Johnson,1136.8,Darrius Flowers,98.86
Javier Vazquez,1136.49,Joe Stevenson,136.49
Aisling Daly,1225.0,Alex Chambers,225.0
Aisling Daly,1042.65,Randa Markos,-182.35
Aisling Daly,1135.0,Ericka Almeida,92.35
Brandon Vera,1150.0,Fabiano Scherner,150.0
Brandon Vera,1321.73,Justin Eilers,171.73
Brandon Vera,1486.21,Assuerio Silva,164.48
Brandon Vera,1703.81,Frank Mir,217.6
Brandon Vera,1591.35,Tim Sylvia,-112.46
Brandon Vera,1303.47,Fabricio Werdum,-287.88
Brandon Vera,1375.74,Reese Andy,72.27
Brandon Vera,1203.61,Keith Jardine,-172.13
Brandon Vera,1291.73,Michael Patt,88.12
Brandon Vera,1457.58,Krzysztof Soszynski,165.85
Brandon Vera,1347.26,Randy Couture,-110.32
Brandon Vera,1099.71,Jon Jones,-247.55
Brandon Vera,1290.98,Thiago Silva,191.27
Brandon Vera,1361.08,Eliot Marshall,70.1
Brandon Vera,1305.08,Mauricio Rua,-56.0
Brandon Vera,1133.98,Ben Rothwell,-171.1
Tim Boetsch,1224.98,David Heath,224.98
Tim Boetsch,1101.25,Matt Hamill,-123.73
Tim Boetsch,1304.99,Michael Patt,203.74
Tim Boetsch,1141.39,Jason Brilz,-163.6
Tim Boetsch,1237.45,Todd Brown,96.06
Tim Boetsch,1127.22,Phil Davis,-110.23
Tim Boetsch,1268.71,Kendall Grove,141.49
Tim Boetsch,1384.14,Nick Ring,115.43
Tim Boetsch,1576.69,Yushin Okami,192.55
Tim Boetsch,1631.93,Hector Lombard,55.24
Tim Boetsch,1457.69,Constantinos Philippou,-174.24
Tim Boetsch,1382.51,Mark Munoz,-75.18
Tim Boetsch,1473.49,CB Dollaway,90.98
Tim Boetsch,1193.05,Luke Rockhold,-280.44
Tim Boetsch,1384.65,Brad Tavares,191.6
Tim Boetsch,1303.33,Thales Leites,-81.32
Tim Boetsch,1055.29,Dan Henderson,-248.04
Tim Boetsch,950.85,Ed Herman,-104.44
Tim Boetsch,1164.63,Josh Samman,213.78
Tim Boetsch,1428.25,Rafael Natal,263.62
Tim Boetsch,1275.2,Jacare Souza,-153.05
Tim Boetsch,1487.63,Johny Hendricks,212.43
Tim Boetsch,1281.56,Antonio Carlos Junior,-206.07
Tim Boetsch,1133.68,Omari Akhmedov,-147.88
Vitor Petrino,1092.49,Anton Turkalj,92.49
Vitor Petrino,1170.05,Marcin Prachnio,77.56
Vitor Petrino,1111.09,Modestas Bukauskas,-58.96
Vitor Petrino,1297.56,Tyson Pedro,186.47
Vitor Petrino,1132.96,Anthony Smith,-164.6
Kajan Johnson,849.12,Tae Hyun Bang,-150.88
Kajan Johnson,1020.39,Zhang Lipeng,171.27
Kajan Johnson,1079.01,Naoyuki Kotani,58.62
Kajan Johnson,1263.76,Adriano Martins,184.75
Kajan Johnson,1381.66,Stevie Ray,117.9
Kajan Johnson,1188.87,Islam Makhachev,-192.79
Kajan Johnson,1132.06,Rustam Khabilov,-56.81
Tatsuya Kawajiri,1150.0,Sean Soriano,150.0
Tatsuya Kawajiri,1064.38,Clay Guida,-85.62
Tatsuya Kawajiri,1249.36,Dennis Siver,184.98
Tatsuya Kawajiri,1328.2,Jason Knight,78.84
Tatsuya Kawajiri,1192.15,Dennis Bermudez,-136.05
Tatsuya Kawajiri,1131.61,Cub Swanson,-60.54
Bassil Hafez,1130.88,Mickey Gall,130.88
Edgar Chairez,938.1,Tatsuro Taira,-61.9
Edgar Chairez,1094.06,Daniel Lacerda,155.96
Edgar Chairez,1245.08,Daniel Lacerda,151.02
Edgar Chairez,1130.04,Joshua Van,-115.04
Billy Quarantillo,1150.0,Jacob Kilburn,150.0
Billy Quarantillo,1290.94,Spike Carlyle,140.94
Billy Quarantillo,1367.81,Kyle Nelson,76.87
Billy Quarantillo,1211.55,Gavin Tucker,-156.26
Billy Quarantillo,1344.86,Gabriel Benitez,133.31
Billy Quarantillo,1211.45,Shane Burgos,-133.41
Billy Quarantillo,1399.78,Alexander Hernandez,188.33
Billy Quarantillo,1180.72,Edson Barboza,-219.06
Billy Quarantillo,1346.47,Damon Jackson,165.75
Billy Quarantillo,1130.03,Youssef Zalal,-216.44
Tresean Gore,905.51,Bryan Battle,-94.49
Tresean Gore,720.17,Cody Brundage,-185.34
Tresean Gore,902.86,Josh Fremd,182.69
Tresean Gore,1129.97,Antonio Trocoli,227.11
Michal Oleksiejczuk,1279.85,Gian Villante,279.85
Michal Oleksiejczuk,1484.28,Gadzhimurad Antigulov,204.43
Michal Oleksiejczuk,1312.53,Ovince Saint Preux,-171.75
Michal Oleksiejczuk,1050.74,Jimmy Crute,-261.79
Michal Oleksiejczuk,1171.87,Modestas Bukauskas,121.13
Michal Oleksiejczuk,1389.72,Shamil Gamzatov,217.85
Michal Oleksiejczuk,1262.12,Dustin Jacoby,-127.6
Michal Oleksiejczuk,1415.84,Sam Alvey,153.72
Michal Oleksiejczuk,1615.81,Cody Brundage,199.97
Michal Oleksiejczuk,1420.05,Caio Borralho,-195.76
Michal Oleksiejczuk,1588.09,Chidi Njokuani,168.04
Michal Oleksiejczuk,1420.26,Michel Pereira,-167.83
Michal Oleksiejczuk,1247.56,Kevin Holland,-172.7
Michal Oleksiejczuk,1129.33,Shara Magomedov,-118.23
Leslie Smith,875.0,Sarah Kaufman,-125.0
Leslie Smith,1124.81,Jessamyn Duke,249.81
Leslie Smith,934.59,Jessica Eye,-190.22
Leslie Smith,1044.47,Rin Nakai,109.88
Leslie Smith,809.92,Cristiane Justino,-234.55
Leslie Smith,972.3,Irene Aldana,162.38
Leslie Smith,1128.27,Amanda Lemos,155.97
Cesar Almeida,1150.0,Dylan Budka,150.0
Cesar Almeida,1040.7,Roman Kopylov,-109.3
Cesar Almeida,1127.21,Ihor Potieria,86.51
Charles Radtke,1071.82,Blood Diamond,71.82
Charles Radtke,862.22,Carlos Prates,-209.6
Charles Radtke,1126.4,Matthew Semelsberger,264.18
Raoni Barcelos,1110.03,Kurt Holobaugh,110.03
Raoni Barcelos,1237.04,Chris Gutierrez,127.01
Raoni Barcelos,1342.57,Carlos Huachin,105.53
Raoni Barcelos,1477.58,Said Nurmagomedov,135.01
Raoni Barcelos,1545.08,Khalid Taha,67.5
Raoni Barcelos,1353.77,Timur Valiev,-191.31
Raoni Barcelos,1171.08,Victor Henry,-182.69
Raoni Barcelos,1246.12,Trevin Jones,75.04
Raoni Barcelos,1073.26,Umar Nurmagomedov,-172.86
Raoni Barcelos,993.67,Kyler Phillips,-79.59
Raoni Barcelos,1125.99,Cristian Quinonez,132.32
Peter Sobotta,856.34,Paul Taylor,-143.66
Peter Sobotta,779.67,James Wilks,-76.67
Peter Sobotta,713.5,Amir Sadollah,-66.17
Peter Sobotta,889.32,Pawel Pawlak,175.82
Peter Sobotta,1137.44,Steve Kennedy,248.12
Peter Sobotta,932.07,Kyle Noke,-205.37
Peter Sobotta,1080.78,Nicolas Dalby,148.71
Peter Sobotta,1299.55,Ben Saunders,218.77
Peter Sobotta,1236.68,Leon Edwards,-62.87
Peter Sobotta,1125.88,Alex Oliveira,-110.8
Ariane da Silva,889.96,Joanne Wood,-110.04
Ariane da Silva,792.1,Molly McCann,-97.86
Ariane da Silva,957.29,Isabela de Padua,165.19
Ariane da Silva,1208.35,Luana Carolina,251.06
Ariane da Silva,1022.02,Antonina Shevchenko,-186.33
Ariane da Silva,910.49,Montana De La Rosa,-111.53
Ariane da Silva,1054.4,Mandy Bohm,143.91
Ariane da Silva,804.96,Priscila Cachoeira,-249.44
Ariane da Silva,990.76,JJ Aldrich,185.8
Ariane da Silva,1146.87,Melissa Gatto,156.11
Ariane da Silva,1317.66,Casey O'Neill,170.79
Ariane da Silva,1236.8,Karine Silva,-80.86
Ariane da Silva,1125.32,Jasmine Jasudavicius,-111.48
Tom Murphy,1125.0,Icho Larenas,125.0
Ramon Taveras,1125.0,Serhiy Sidey,125.0
Logan Clark,1125.0,Steve Byrnes,125.0
John Gunther,1125.0,Allan Zuniga,125.0
ChangHo Lee,1125.0,Xiao Long,125.0
Buddy Roberts,1125.0,Caio Magalhaes,125.0
Roan Carneiro,1108.52,Rich Clementi,108.52
Roan Carneiro,1027.07,Jon Fitch,-81.45
Roan Carneiro,1202.89,Tony DeSouza,175.82
Roan Carneiro,1013.47,Kevin Burns,-189.42
Roan Carneiro,874.15,Ryo Chonan,-139.32
Roan Carneiro,1161.86,Mark Munoz,287.71
Roan Carneiro,1008.48,Derek Brunson,-153.38
Roan Carneiro,1192.32,Kenny Robertson,183.84
Roan Carneiro,1124.84,Ryan LaFlare,-67.48
Gan McGee,850.0,Josh Barnett,-150.0
Gan McGee,1149.19,Pedro Rizzo,299.19
Gan McGee,1324.84,Alexandre Dantas,175.65
Gan McGee,1124.21,Tim Sylvia,-200.63
Carlos Felipe,847.57,Serghei Spivac,-152.43
Carlos Felipe,1016.87,Yorgan De Castro,169.3
Carlos Felipe,1136.76,Justin Tafa,119.89
Carlos Felipe,1256.12,Jake Collier,119.36
Carlos Felipe,1123.75,Andrei Arlovski,-132.37
Andre Roberts,1112.66,Harry Moskowitz,112.66
Andre Roberts,836.43,Gary Goodridge,-276.23
Andre Roberts,1121.96,Ron Waterman,285.53
Mike Perry,1260.63,Hyun Gyu Lim,260.63
Mike Perry,1394.98,Danny Roberts,134.35
Mike Perry,1278.74,Alan Jouban,-116.24
Mike Perry,1415.32,Jake Ellenberger,136.58
Mike Perry,1577.9,Alex Reyes,162.58
Mike Perry,1514.85,Santiago Ponzinibbio,-63.05
Mike Perry,1325.13,Max Griffin,-189.72
Mike Perry,1511.72,Paul Felder,186.59
Mike Perry,1341.39,Donald Cerrone,-170.33
Mike Perry,1508.5,Alex Oliveira,167.11
Mike Perry,1455.06,Vicente Luque,-53.44
Mike Perry,1262.31,Geoff Neal,-192.75
Mike Perry,1403.51,Mickey Gall,141.2
Mike Perry,1228.84,Tim Means,-174.67
Mike Perry,1121.61,Daniel Rodriguez,-107.23
James Vick,1259.93,Ramsey Nijem,259.93
James Vick,1337.38,Valmir Lazaro,77.45
James Vick,1417.76,Nick Hein,80.38
James Vick,1605.17,Jake Matthews,187.41
James Vick,1664.06,Glaico Franca Moreira,58.89
James Vick,1419.62,Beneil Dariush,-244.44
James Vick,1600.08,Abel Trujillo,180.46
James Vick,1766.77,Marco Polo Reyes,166.69
James Vick,1876.63,Joe Duffy,109.86
James Vick,2005.54,Francisco Trinaldo,128.91
James Vick,1706.41,Justin Gaethje,-299.13
James Vick,1548.3,Paul Felder,-158.11
James Vick,1349.12,Dan Hooker,-199.18
James Vick,1121.59,Niko Price,-227.53
Melissa Gatto,1119.49,Victoria Leonardo,119.49
Melissa Gatto,1260.63,Sijara Eubanks,141.14
Melissa Gatto,1144.12,Tracy Cortez,-116.51
Melissa Gatto,988.01,Ariane da Silva,-156.11
Melissa Gatto,1121.33,Tamires Vidal,133.32
Abdul Razak Alhassan,1225.0,Charlie Ward,225.0
Abdul Razak Alhassan,1092.17,Omari Akhmedov,-132.83
Abdul Razak Alhassan,1278.96,Sabah Homasi,186.79
Abdul Razak Alhassan,1434.43,Sabah Homasi,155.47
Abdul Razak Alhassan,1668.65,Niko Price,234.22
Abdul Razak Alhassan,1471.78,Mounir Lazzez,-196.87
Abdul Razak Alhassan,1211.75,Khaos Williams,-260.03
Abdul Razak Alhassan,1022.98,Jacob Malkoun,-188.77
Abdul Razak Alhassan,1267.26,Alessio Di Chirico,244.28
Abdul Razak Alhassan,1103.15,Joaquin Buckley,-164.11
Abdul Razak Alhassan,1231.52,Claudio Ribeiro,128.37
Abdul Razak Alhassan,1121.3,Joe Pyfer,-110.22
Chidi Njokuani,1236.38,Marc-Andre Barriault,236.38
Chidi Njokuani,1414.62,Dusko Todorovic,178.24
Chidi Njokuani,1247.98,Gregory Rodrigues,-166.64
Chidi Njokuani,1074.33,Albert Duraev,-173.65
Chidi Njokuani,906.29,Michal Oleksiejczuk,-168.04
Chidi Njokuani,983.92,Rhys McKee,77.63
Chidi Njokuani,1121.19,Jared Gooden,137.27
Mike Wilkinson,1125.0,Brendan Loughnane,125.0
Mike Wilkinson,931.47,Rony Jason,-193.53
Mike Wilkinson,1211.52,Niklas Backstrom,280.05
Mike Wilkinson,1120.96,Makwan Amirkhani,-90.56
Aspen Ladd,1158.87,Lina Lansberg,158.87
Aspen Ladd,1340.77,Tonya Evinger,181.9
Aspen Ladd,1438.55,Sijara Eubanks,97.78
Aspen Ladd,1227.31,Germaine de Randamie,-211.24
Aspen Ladd,1335.96,Yana Santos,108.65
Aspen Ladd,1184.84,Norma Dumont,-151.12
Aspen Ladd,1120.28,Raquel Pennington,-64.56
Soa Palelei,889.2,Eddie Sanchez,-110.8
Soa Palelei,1037.34,Nikita Krylov,148.14
Soa Palelei,1229.41,Pat Barry,192.07
Soa Palelei,1411.02,Ruan Potts,181.61
Soa Palelei,1253.55,Jared Rosholt,-157.47
Soa Palelei,1332.93,Walt Harris,79.38
Soa Palelei,1117.03,Antonio Silva,-215.9
Walt Harris,875.0,Jared Rosholt,-125.0
Walt Harris,645.01,Nikita Krylov,-229.99
Walt Harris,565.63,Soa Palelei,-79.38
Walt Harris,854.26,Cody East,288.63
Walt Harris,745.97,Shamil Abdurakhimov,-108.29
Walt Harris,922.61,Chase Sherman,176.64
Walt Harris,1159.3,Cyril Asker,236.69
Walt Harris,1006.82,Fabricio Werdum,-152.48
Walt Harris,772.77,Mark Godbeer,-234.05
Walt Harris,969.4,Daniel Spitz,196.63
Walt Harris,1200.99,Serghei Spivac,231.59
Walt Harris,1488.67,Aleksei Oleinik,287.68
Walt Harris,1403.47,Alistair Overeem,-85.2
Walt Harris,1292.98,Alexander Volkov,-110.49
Walt Harris,1116.55,Marcin Tybura,-176.43
Brian Ebersole,1196.85,Chris Lytle,196.85
Brian Ebersole,1429.01,Dennis Hallman,232.16
Brian Ebersole,1531.53,Claude Patrick,102.52
Brian Ebersole,1631.97,TJ Waldburger,100.44
Brian Ebersole,1439.23,James Head,-192.74
Brian Ebersole,1306.32,Rick Story,-132.91
Brian Ebersole,1389.7,John Howard,83.38
Brian Ebersole,1115.82,Omari Akhmedov,-273.88
Alex Garcia,1225.0,Ben Wall,225.0
Alex Garcia,1329.65,Sean Spencer,104.65
Alex Garcia,1194.65,Neil Magny,-135.0
Alex Garcia,1377.11,Mike Swick,182.46
Alex Garcia,1241.41,Sean Strickland,-135.7
Alex Garcia,1443.64,Mike Pyle,202.23
Alex Garcia,1302.82,Tim Means,-140.82
Alex Garcia,1400.16,Muslim Salikhov,97.34
Alex Garcia,1279.63,Ryan LaFlare,-120.53
Alex Garcia,1113.6,Court McGee,-166.03
Marcio Cruz,1150.0,Keigo Kunihara,150.0
Marcio Cruz,1442.82,Frank Mir,292.82
Marcio Cruz,1275.27,Jeff Monson,-167.55
Marcio Cruz,1113.34,Andrei Arlovski,-161.93
Paul Buentello,1273.36,Justin Eilers,273.36
Paul Buentello,1449.12,Kevin Jordan,175.76
Paul Buentello,1291.9,Andrei Arlovski,-157.22
Paul Buentello,1390.46,Gilbert Aldana,98.56
Paul Buentello,1231.53,Stefan Struve,-158.93
Paul Buentello,1113.32,Cheick Kongo,-118.21
Alessandro Costa,941.22,Amir Albazi,-58.78
Alessandro Costa,1096.67,Jimmy Flick,155.45
Alessandro Costa,983.09,Steve Erceg,-113.58
Alessandro Costa,1113.26,Kevin Borjas,130.17
Caio Magalhaes,875.0,Buddy Roberts,-125.0
Caio Magalhaes,1041.23,Karlos Vemola,166.23
Caio Magalhaes,1159.11,Nick Ring,117.88
Caio Magalhaes,1351.98,Luke Zachrich,192.87
Caio Magalhaes,1525.04,Trevor Smith,173.06
Caio Magalhaes,1259.66,Josh Samman,-265.38
Caio Magalhaes,1111.42,Brad Tavares,-148.24
Timothy Johnson,1225.0,Shamil Abdurakhimov,225.0
Timothy Johnson,1100.15,Jared Rosholt,-124.85
Timothy Johnson,1204.11,Marcin Tybura,103.96
Timothy Johnson,1039.5,Alexander Volkov,-164.61
Timothy Johnson,1202.07,Daniel Omielanczuk,162.57
Timothy Johnson,937.78,Junior Albini,-264.29
Timothy Johnson,1110.25,Marcelo Golm,172.47
MarQuel Mederos,1109.6,Landon Quinones,109.6
Niko Price,1233.47,Brandon Thatch,233.47
Niko Price,1093.23,Alex Morono,-140.24
Niko Price,1375.73,Alan Jouban,282.5
Niko Price,1243.72,Vicente Luque,-132.01
Niko Price,1345.59,George Sullivan,101.87
Niko Price,1477.36,Randy Brown,131.77
Niko Price,1243.14,Abdul Razak Alhassan,-234.22
Niko Price,1495.89,Tim Means,252.75
Niko Price,1337.38,Geoff Neal,-158.51
Niko Price,1564.91,James Vick,227.53
Niko Price,1504.87,Vicente Luque,-60.04
Niko Price,1355.42,Michel Pereira,-149.45
Niko Price,1193.64,Phil Rowe,-161.78
Niko Price,1015.37,Robbie Lawler,-178.27
Niko Price,1209.56,Alex Morono,194.19
Niko Price,1109.34,Themba Gorimbo,-100.22
Brian Stann,805.51,Krzysztof Soszynski,-194.49
Brian Stann,981.52,Steve Cantwell,176.01
Brian Stann,1110.51,Rodney Wallace,128.99
Brian Stann,962.43,Phil Davis,-148.08
Brian Stann,1093.35,Mike Massenzio,130.92
Brian Stann,1157.13,Chris Leben,63.78
Brian Stann,1261.76,Jorge Santiago,104.63
Brian Stann,1126.84,Chael Sonnen,-134.92
Brian Stann,1385.19,Alessio Sakara,258.35
Brian Stann,1287.79,Michael Bisping,-97.4
Brian Stann,1109.02,Wanderlei Silva,-178.77
Krzysztof Soszynski,1150.0,Shane Primm,150.0
Krzysztof Soszynski,1344.49,Brian Stann,194.49
Krzysztof Soszynski,1503.91,Andre Gusmao,159.42
Krzysztof Soszynski,1338.06,Brandon Vera,-165.85
Krzysztof Soszynski,1433.94,Stephan Bonnar,95.88
Krzysztof Soszynski,1228.06,Stephan Bonnar,-205.88
Krzysztof Soszynski,1306.12,Goran Reljic,78.06
Krzysztof Soszynski,1366.75,Mike Massenzio,60.63
Krzysztof Soszynski,1106.11,Igor Pokrajac,-260.64
Luis Saldana,1107.36,Jordan Griffin,107.36
Luis Saldana,958.84,Austin Lingo,-148.52
Luis Saldana,1072.42,Bruno Souza,113.58
Luis Saldana,1103.99,Sean Woodson,31.57
Cody Haddon,1103.19,Dan Argueta,103.19
Rei Tsuruya,1102.94,Carlos Hernandez,102.94
Montana De La Rosa,1225.0,Christina Marks,225.0
Montana De La Rosa,1350.0,Rachael Ostovich,125.0
Montana De La Rosa,1453.07,Nadia Kassem,103.07
Montana De La Rosa,1279.11,Andrea Lee,-173.96
Montana De La Rosa,1353.51,Mara Romero Borella,74.4
Montana De La Rosa,1176.81,Viviane Araujo,-176.7
Montana De La Rosa,1218.92,Mayra Bueno Silva,42.11
Montana De La Rosa,1330.45,Ariane da Silva,111.53
Montana De La Rosa,1202.28,Maycee Barber,-128.17
Montana De La Rosa,1118.35,Tatiana Suarez,-83.93
Montana De La Rosa,988.5,JJ Aldrich,-129.85
Montana De La Rosa,1102.9,Andrea Lee,114.4
Melquizael Costa,914.19,Thiago Moises,-85.81
Melquizael Costa,1053.02,Austin Lingo,138.83
Melquizael Costa,945.47,Steve Garcia,-107.55
Melquizael Costa,1102.73,Shayilan Nuerdanbieke,157.26
Jimmy Crute,1099.49,Paul Craig,99.49
Jimmy Crute,1384.08,Sam Alvey,284.59
Jimmy Crute,1126.05,Misha Cirkunov,-258.03
Jimmy Crute,1387.84,Michal Oleksiejczuk,261.79
Jimmy Crute,1580.05,Modestas Bukauskas,192.21
Jimmy Crute,1402.37,Anthony Smith,-177.68
Jimmy Crute,1125.49,Jamahal Hill,-276.88
Jimmy Crute,1192.52,Alonzo Menifield,67.03
Jimmy Crute,1101.27,Alonzo Menifield,-91.25
Terrance McKinney,1245.21,Matt Frevola,245.21
Terrance McKinney,1454.89,Fares Ziam,209.68
Terrance McKinney,1237.88,Drew Dober,-217.01
Terrance McKinney,1407.39,Erick Gonzalez,169.51
Terrance McKinney,1195.51,Ismael Bonfim,-211.88
Terrance McKinney,1024.03,Nazim Sadykhov,-171.48
Terrance McKinney,1195.56,Mike Breeden,171.53
Terrance McKinney,1382.3,Brendon Marotte,186.74
Terrance McKinney,1099.4,Esteban Ribovics,-282.9
Puja Tomar,1099.12,Rayanne dos Santos,99.12
Abdul-Kerim Edilov,1099.06,Bojan Mihajlovic,99.06
Wesley Correira,850.0,Tim Sylvia,-150.0
Wesley Correira,1030.51,Sean Alvarez,180.51
Wesley Correira,1190.99,David Abbott,160.48
Wesley Correira,1098.95,Andrei Arlovski,-92.04
Gary Goodridge,1225.0,Paul Herrera,225.0
Gary Goodridge,1450.0,Jerry Bohlander,225.0
Gary Goodridge,1225.0,Don Frye,-225.0
Gary Goodridge,957.25,Mark Schultz,-267.75
Gary Goodridge,1191.43,John Campetella,234.18
Gary Goodridge,973.65,Mark Coleman,-217.78
Gary Goodridge,822.65,Don Frye,-151.0
Gary Goodridge,1098.88,Andre Roberts,276.23
Jamal Pogues,1115.06,Josh Parisian,115.06
Jamal Pogues,966.09,Mick Parkin,-148.97
Jamal Pogues,1098.39,Thomas Petersen,132.3
Ian Freeman,775.0,Scott Adams,-225.0
Ian Freeman,967.75,Nate Schroeder,192.75
Ian Freeman,1132.95,Tedd Williams,165.2
Ian Freeman,1410.92,Frank Mir,277.97
Ian Freeman,1124.05,Andrei Arlovski,-286.87
Ian Freeman,1098.35,Vernon White,-25.7
Chelsea Chandler,1202.34,Julija Stoliarenko,202.34
Chelsea Chandler,1107.72,Norma Dumont,-94.62
Chelsea Chandler,1283.86,Josiane Nunes,176.14
Chelsea Chandler,1097.62,Yana Santos,-186.24
Joe Slick,1270.58,Jason DeLucia,270.58
Joe Slick,1096.68,Ikuhisa Minowa,-173.9
Antonio Carvalho,849.12,Felipe Arantes,-150.88
Antonio Carvalho,1135.78,Daniel Pineda,286.66
Antonio Carvalho,1279.63,Rodrigo Damm,143.85
Antonio Carvalho,1095.74,Darren Elkins,-183.89
Chris Clements,1079.97,Keith Wisniewski,79.97
Chris Clements,957.12,Stephen Thompson,-122.85
Chris Clements,1211.33,Vik Grujic,254.21
Chris Clements,1094.64,Nordine Taleb,-116.69
Jacob Malkoun,775.0,Phil Hawes,-225.0
Jacob Malkoun,963.77,Abdul Razak Alhassan,188.77
Jacob Malkoun,1096.56,AJ Dobson,132.79
Jacob Malkoun,1034.1,Brendan Allen,-62.46
Jacob Malkoun,1160.64,Nick Maximov,126.54
Jacob Malkoun,877.2,Cody Brundage,-283.44
Jacob Malkoun,1094.28,Andre Petroski,217.08
Diego Nunes,1082.07,Mike Brown,82.07
Diego Nunes,1030.65,Kenny Florian,-51.42
Diego Nunes,1110.6,Manvel Gamburyan,79.95
Diego Nunes,1045.51,Dennis Siver,-65.09
Diego Nunes,1182.06,Bart Palaszewski,136.55
Diego Nunes,1093.68,Nik Lentz,-88.38
Nicolae Negumereanu,826.77,Saparbeg Safarov,-173.23
Nicolae Negumereanu,982.12,Aleksa Camur,155.35
Nicolae Negumereanu,1143.49,Ike Villanueva,161.37
Nicolae Negumereanu,1254.42,Kennedy Nzechukwu,110.93
Nicolae Negumereanu,1357.59,Ihor Potieria,103.17
Nicolae Negumereanu,1093.46,Carlos Ulberg,-264.13
Ben Askren,1299.39,Robbie Lawler,299.39
Ben Askren,1143.62,Jorge Masvidal,-155.77
Ben Askren,1093.27,Demian Maia,-50.35
Joe Charles,1225.0,Kevin Rosier,225.0
Joe Charles,1015.93,Dan Severn,-209.07
Joe Charles,1281.3,Scott Bessac,265.37
Joe Charles,1089.56,Vitor Belfort,-191.74
Gaston Bolanos,1065.67,Aaron Phillips,65.67
Gaston Bolanos,954.48,Marcus McGhee,-111.19
Gaston Bolanos,1089.25,Cortavious Romious,134.77
Irina Alekseeva,1261.51,Stephanie Egger,261.51
Irina Alekseeva,1088.75,Melissa Mullins,-172.76
Tyrone Roberts,1088.45,David Dodd,88.45
Carlos Newton,1225.0,Bob Gilstrap,225.0
Carlos Newton,1059.06,Dan Henderson,-165.94
Carlos Newton,1256.82,Pat Miletich,197.76
Carlos Newton,1062.14,Matt Hughes,-194.68
Carlos Newton,992.01,Matt Hughes,-70.13
Carlos Newton,1260.91,Pete Spratt,268.9
Carlos Newton,1088.23,Renato Verissimo,-172.68
Jai Herbert,948.36,Francisco Trinaldo,-51.64
Jai Herbert,848.29,Renato Moicano,-100.07
Jai Herbert,1075.96,Khama Worthy,227.67
Jai Herbert,995.55,Ilia Topuria,-80.41
Jai Herbert,1110.69,Kyle Nelson,115.14
Jai Herbert,1126.29,Ludovit Klein,15.6
Jai Herbert,994.85,Fares Ziam,-131.44
Jai Herbert,1088.13,Rolando Bedoya,93.28
Victor Henry,1182.69,Raoni Barcelos,182.69
Victor Henry,1066.11,Raphael Assuncao,-116.58
Victor Henry,1212.4,Tony Gravely,146.29
Victor Henry,1093.78,Javid Basharat,-118.62
Victor Henry,1266.77,Rani Yahya,172.99
Victor Henry,1087.88,Charles Jourdain,-178.89
Kaue Fernandes,858.07,Marc Diakiese,-141.93
Kaue Fernandes,1087.51,Mohammad Yahya,229.44
Jason Dent,875.0,Roger Huerta,-125.0
Jason Dent,751.92,Gleison Tibau,-123.08
Jason Dent,1022.91,Cameron Dollar,270.99
Jason Dent,1087.0,George Sotiropoulos,64.09
Guram Kutateladze,1125.0,Mateusz Gamrot,125.0
Guram Kutateladze,1047.61,Damir Ismagulov,-77.39
Guram Kutateladze,951.51,Elves Brener,-96.1
Guram Kutateladze,1086.91,Jordan Vucenic,135.4
Sheymon Moraes,905.51,Zabit Magomedsharipov,-94.49
Sheymon Moraes,1050.42,Matt Sayles,144.91
Sheymon Moraes,1206.53,Julio Arce,156.11
Sheymon Moraes,1085.51,Sodiq Yusuff,-121.02
Viacheslav Borshchev,1195.4,Dakota Bush,195.4
Viacheslav Borshchev,1013.14,Marc Diakiese,-182.26
Viacheslav Borshchev,917.53,Mike Davis,-95.61
Viacheslav Borshchev,1099.57,Maheshate,182.04
